stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
400001,"4 AV/E 9 ST",,  40.730640, -73.990440,,,0,
400002,"4 AV/E 12 ST",,  40.732609, -73.989960,,,0,
400003,"4 AV/E 13 ST",,  40.733936, -73.989723,,,0,
400007,"PARK AV S/E 21 ST",,  40.738976, -73.987053,,,0,
400026,"MADISON AV/E 63 ST",,  40.766273, -73.969330,,,0,
400027,"MADISON AV/E 65 ST",,  40.767582, -73.968376,,,0,
400028,"MADISON AV/E 67 ST",,  40.768814, -73.967484,,,0,
400029,"MADISON AV/E 69 ST",,  40.770077, -73.966560,,,0,
400030,"MADISON AV/E 72 ST",,  40.772148, -73.965050,,,0,
400032,"MADISON AV/E 77 ST",,  40.775322, -73.962738,,,0,
400033,"MADISON AV/E 79 ST",,  40.776695, -73.961731,,,0,
400034,"MADISON AV/E 83 ST",,  40.778793, -73.960205,,,0,
400036,"MADISON AV/E 86 ST",,  40.781155, -73.958481,,,0,
400037,"MADISON AV/E 89 ST",,  40.782677, -73.957375,,,0,
400038,"MADISON AV/E 91 ST",,  40.784359, -73.956139,,,0,
400039,"MADISON AV/E 93 ST",,  40.785637, -73.955208,,,0,
400041,"MADISON AV/E 98 ST",,  40.788414, -73.953178,,,0,
400042,"MADISON AV/E 101 ST",,  40.790302, -73.951797,,,0,
400043,"MADISON AV/E 102 ST",,  40.791370, -73.951019,,,0,
400044,"MADISON AV/E 104 ST",,  40.792160, -73.950447,,,0,
400045,"MADISON AV/E 106 ST",,  40.793434, -73.949509,,,0,
400046,"MADISON AV/E 107 ST",,  40.794552, -73.948692,,,0,
400047,"MADISON AV/E 109 ST",,  40.795815, -73.947777,,,0,
400048,"MADISON AV/E 111 ST",,  40.797024, -73.946892,,,0,
400050,"MADISON AV/E 115 ST",,  40.799541, -73.945053,,,0,
400051,"MADISON AV/E 118 ST",,  40.801506, -73.943619,,,0,
400053,"MADISON AV/E 123 ST",,  40.804779, -73.941330,,,0,
400054,"MADISON AV/E 125 ST",,  40.806015, -73.940346,,,0,
400055,"MADISON AV/E 127 ST",,  40.807247, -73.939461,,,0,
400056,"MADISON AV/E 129 ST",,  40.808510, -73.938538,,,0,
400057,"MADISON AV/E 132 ST",,  40.810429, -73.937111,,,0,
400059,"5 AV/E 135 ST",,  40.813126, -73.937225,,,0,
400060,"5 AV/E 138 ST",,  40.814465, -73.936249,,,0,
400061,"W 139 ST/5 AV",,  40.815617, -73.936279,,,0,
400062,"MALCOLM X BL/W 139 ST",,  40.816940, -73.938614,,,0,
400065,"MALCOLM X BL/W 145 ST",,  40.820679, -73.935875,,,0,
400066,"W 147 ST/MALCOLM X BL",,  40.821964, -73.935730,,,0,
400067,"W 147 ST/ADAM C POWELL BL",,  40.822865, -73.937859,,,0,
400069,"GREENWICH ST/MORRIS ST",,  40.706024, -74.014305,,,0,
400070,"TRINITY PL/RECTOR ST",,  40.708008, -74.012711,,,0,
400071,"CHURCH ST/LIBERTY ST",,  40.710014, -74.011360,,,0,
400087,"W 146 ST/MALCOLM X BL",,  40.821152, -73.935974,,,0,
400088,"MALCOLM X BL/W 145 ST",,  40.820152, -73.936607,,,0,
400089,"MALCOLM X BL/W 142 ST",,  40.818249, -73.938004,,,0,
400091,"W 139 ST/MALCOLM X BL",,  40.816380, -73.938744,,,0,
400092,"5 AV/W 138 ST",,  40.815201, -73.935982,,,0,
400093,"5 AV/W 137 ST",,  40.813793, -73.937004,,,0,
400094,"5 AV/W 135 ST",,  40.812366, -73.938042,,,0,
400095,"5 AV/W 132 ST",,  40.810619, -73.939285,,,0,
400096,"5 AV/W 130 ST",,  40.809345, -73.940208,,,0,
400097,"5 AV/W 128 ST",,  40.808075, -73.941139,,,0,
400098,"5 AV/W 125 ST",,  40.806137, -73.942558,,,0,
400099,"MT MORRIS PK W/W 124 ST",,  40.806190, -73.944603,,,0,
400100,"MT MORRIS PK W/W 121 ST",,  40.804607, -73.945763,,,0,
400101,"W 120 ST/5 AV",,  40.803219, -73.944672,,,0,
400102,"5 AV/W 118 ST",,  40.801693, -73.945839,,,0,
400103,"5 AV/W 116 ST",,  40.800354, -73.946815,,,0,
400105,"5 AV/W 112 ST",,  40.797874, -73.948639,,,0,
400107,"5 AV/EAST 109 ST",,  40.796535, -73.949570,,,0,
400108,"5 AV/EAST 108 ST",,  40.795513, -73.950317,,,0,
400109,"5 AV/EAST 106 ST",,  40.794178, -73.951286,,,0,
400110,"5 AV/EAST 104 ST",,  40.793072, -73.952095,,,0,
400111,"5 AV/EAST 102 ST",,  40.791569, -73.953178,,,0,
400115,"5 AV/EAST 94 ST",,  40.786560, -73.956863,,,0,
400116,"5 AV/EAST 92 ST",,  40.785461, -73.957657,,,0,
400117,"5 AV/EAST 90 ST",,  40.784000, -73.958748,,,0,
400118,"5 AV/EAST 87 ST",,  40.782188, -73.960052,,,0,
400119,"5 AV/EAST 84 ST",,  40.780434, -73.961319,,,0,
400122,"5 AV/EAST 77 ST",,  40.775612, -73.964836,,,0,
400123,"5 AV/EAST 75 ST",,  40.774357, -73.965775,,,0,
400124,"5 AV/E 72 ST",,  40.771767, -73.967552,,,0,
400125,"5 AV/EAST 69 ST",,  40.770260, -73.968742,,,0,
400126,"5 AV/EAST 65 ST",,  40.768234, -73.970238,,,0,
400127,"5 AV/EAST 63 ST",,  40.767365, -73.970863,,,0,
400128,"5 AV/EAST 62 ST",,  40.766083, -73.971779,,,0,
400153,"BROADWAY/WAVERLY PL",,  40.729401, -73.993515,,,0,
400154,"BROADWAY/W 3 ST",,  40.727539, -73.995102,,,0,
400155,"BROADWAY/BLEECKER ST",,  40.726261, -73.996170,,,0,
400157,"BROADWAY/SPRING ST",,  40.722843, -73.999069,,,0,
400159,"BROADWAY/GRAND ST",,  40.720692, -74.000893,,,0,
400160,"BROADWAY/HOWARD ST",,  40.719692, -74.001732,,,0,
400161,"BROADWAY/WALKER ST",,  40.718758, -74.002541,,,0,
400162,"BROADWAY/WHITE ST",,  40.717808, -74.003334,,,0,
400163,"BROADWAY/THOMAS ST",,  40.715832, -74.005020,,,0,
400165,"BROADWAY/READE ST",,  40.714825, -74.005875,,,0,
400166,"BROADWAY/PARK PL",,  40.712677, -74.007668,,,0,
400167,"BROADWAY/FULTON ST",,  40.710781, -74.009247,,,0,
400168,"BROADWAY/CORTLANDT ST",,  40.709969, -74.009941,,,0,
400170,"BROADWAY/RECTOR ST",,  40.707554, -74.011963,,,0,
400171,"BROADWAY/MORRIS ST",,  40.705631, -74.013557,,,0,
400176,"E 9 ST/BROADWAY",,  40.731426, -73.992409,,,0,
400224,"CENTRAL PK N/MALCOLM X BL",,  40.798347, -73.952606,,,0,
400225,"CENTRAL PK N/ADAM C POWELL BL",,  40.799393, -73.955078,,,0,
400226,"ADAM C POWELL BL/W 113 ST",,  40.801483, -73.953583,,,0,
400227,"ADAM C POWELL BL/W 137 ST",,  40.816788, -73.942406,,,0,
400228,"ADAM C POWELL BL/W 116 ST",,  40.803425, -73.952156,,,0,
400230,"ADAM C POWELL BL/W 121 ST",,  40.806599, -73.949844,,,0,
400231,"ADAM C POWELL BL/W 123 ST",,  40.807522, -73.949173,,,0,
400233,"ADAM C POWELL BL/W 127 ST",,  40.810474, -73.947006,,,0,
400234,"ADAM C POWELL BL/W 129 ST",,  40.811718, -73.946106,,,0,
400236,"ADAM C POWELL BL/W 133 ST",,  40.814190, -73.944298,,,0,
400237,"ADAM C POWELL BL/W 135 ST",,  40.815548, -73.943306,,,0,
400238,"ADAM C POWELL BL/W 139 ST",,  40.818035, -73.941490,,,0,
400239,"ADAM C POWELL BL/W 141 ST",,  40.819298, -73.940575,,,0,
400240,"ADAM C POWELL BL/W 143 ST",,  40.820515, -73.939682,,,0,
400241,"ADAM C POWELL BL/W 145 ST",,  40.821880, -73.938690,,,0,
400242,"ADAM C POWELL BL/W 147 ST",,  40.823105, -73.937790,,,0,
400248,"EDGECOMBE AV/W 155 ST",,  40.830906, -73.940277,,,0,
400249,"EDGECOMBE AV/W 158 ST",,  40.832912, -73.939461,,,0,
400250,"EDGECOMBE AV/W 160 ST",,  40.834045, -73.938133,,,0,
400251,"EDGECOMBE AV/W 162 ST",,  40.835243, -73.937492,,,0,
400252,"EDGECOMBE AV/W 164 ST",,  40.836658, -73.936852,,,0,
400258,"BROADWAY/W 168 ST",,  40.841003, -73.939865,,,0,
400259,"W 166 ST/ST NICHOLAS AV",,  40.839622, -73.940186,,,0,
400263,"EDGECOMBE AV/W 164 ST",,  40.836220, -73.937233,,,0,
400264,"EDGECOMBE AV/W 162 ST",,  40.835011, -73.937775,,,0,
400265,"EDGECOMBE AV/W 160 ST",,  40.833652, -73.938820,,,0,
400266,"EDGECOMBE AV/W 158 ST",,  40.832420, -73.939903,,,0,
400267,"EDGECOMBE AV/W 155 ST",,  40.830620, -73.940437,,,0,
400268,"W 155 ST/EDGECOMBE AV",,  40.830372, -73.940254,,,0,
400270,"W 155 ST/MACOMBS PL",,  40.828438, -73.935730,,,0,
400271,"ADAM C POWELL BL/W 154 ST",,  40.827305, -73.935387,,,0,
400272,"ADAM C POWELL BL/W 151 ST",,  40.826061, -73.936081,,,0,
400273,"ADAM C POWELL BL/W 150 ST",,  40.824627, -73.937103,,,0,
400274,"ADAM C POWELL BL/W 148 ST",,  40.823364, -73.938026,,,0,
